City,Country,Lat,Lng,Max Temp,Pressure,Humidity,Cloudiness,Wind Speed,Date
Vega de Alatorre,MX,20.0333,-96.6333,75.11,1012,90,6,7.2,1615874533
Okha,RU,53.5739,142.9478,27.28,1010,89,68,20.87,1615874054
Bima,ID,-8.4667,118.7167,86.94,1008,76,99,3.71,1615874054
Nabire,ID,-3.3667,135.4833,89.28,1007,54,58,5.57,1615874534
Tineo,ES,43.3376,-6.4145,44.6,1031,87,20,3.44,1615874054
Sühbaatar,MN,50.2314,106.2078,26.46,1027,72,100,4.23,1615874055
Rincon,US,32.296,-81.2354,60.8,1020,82,1,3.44,1615874534
Khovd,MN,48.0056,91.6419,29.62,1023,40,78,7.09,1615874055
Hanting,CN,36.7708,119.2108,53.78,1022,18,4,13.2,1615873997
Hambantota,LK,6.1241,81.1185,87.8,1011,70,20,12.66,1615874055
Namatanai,PG,-3.6667,152.4333,84.61,1007,70,30,6.91,1615874534
Cap-aux-Meules,CA,47.3821,-61.8597,14.0,1011,67,100,21.85,1615873861
Constitución,CL,-35.3333,-72.4167,52.9,1018,86,18,4.5,1615874535
Skole,UA,49.0372,23.5135,35.01,1005,87,100,9.01,1615874056
Kununurra,AU,-15.7667,128.7333,86.0,1008,70,90,8.05,1615874056
Lompoc,US,34.6391,-120.4579,46.4,1017,76,40,11.5,1615874535
Troitskoye,RU,52.9821,84.6757,16.48,1038,84,88,9.24,1615874056
Luis Moya,MX,22.4324,-102.2486,59.76,1016,12,0,15.97,1615874057
Tura,IN,25.5198,90.2201,90.03,1011,17,0,6.29,1615874536
Torbay,CA,47.6666,-52.7314,25.0,997,93,90,17.27,1615874057
The Valley,AI,18.217,-63.0578,77.0,1017,73,20,14.97,1615874057
Korla,CN,41.7597,86.1469,52.36,1013,31,100,16.93,1615874536
Mana,GF,5.6592,-53.7767,76.14,1012,83,43,10.11,1615874057
Nantucket,US,41.2835,-70.0995,24.01,1026,58,1,17.27,1615874058
Changji,CN,44.0167,87.3167,30.2,1027,80,75,2.24,1615874058
Chiang Kham,TH,19.5233,100.3,87.8,1011,55,0,4.61,1615874058
Laya,PH,17.4726,121.4678,83.89,1009,77,86,6.82,1615874059
Wenceslau Braz,BR,-23.8739,-49.8028,66.99,1013,99,59,1.01,1615874059
Nizhneangarsk,RU,55.7833,109.55,12.94,1027,74,100,3.74,1615874059
Kilgore,US,32.3863,-94.8758,61.0,1012,88,1,2.08,1615874483
Inuvik,CA,68.3499,-133.7218,-13.0,1011,84,52,2.3,1615874537
General Pico,AR,-35.6566,-63.7568,61.93,1010,92,100,6.46,1615874060
Chapleau,CA,47.8405,-83.4034,18.12,1024,66,84,8.28,1615874060
Nizhniy Kuranakh,RU,58.8353,125.4869,18.82,1026,79,50,5.99,1615874060
Garoua,CM,9.3,13.4,80.02,1007,45,49,7.56,1615874061
Colquechaca,BO,-18.6667,-66.0167,34.14,1015,85,88,2.68,1615874061
Muisne,EC,0.6,-80.0333,76.6,1012,85,99,1.48,1615874061
Bayangol,RU,50.6977,103.4656,28.18,1027,47,34,4.21,1615874061
Chāndbāli,IN,20.7833,86.7667,95.49,1012,24,0,3.33,1615874062
Yumen,CN,40.2833,97.2,43.47,1011,14,42,25.12,1615874062
Puerto Escondido,MX,15.85,-97.0667,80.6,1013,74,20,6.58,1615874538
Magdagachi,RU,53.45,125.8,19.38,1018,70,65,10.65,1615874062
Lafiagi,NG,8.8667,5.4167,76.19,1009,76,72,3.38,1615874063
Zhoucheng,CN,35.9122,116.3117,60.1,1021,21,35,7.2,1615874063
Manavālakurichi,IN,8.1333,77.3,89.6,1011,55,20,8.05,1615874063
Menongue,AO,-14.6585,17.691,64.18,1011,91,98,3.74,1615873888
Klaksvík,FO,62.2266,-6.589,44.6,1016,87,75,23.02,1615874064
Bonthe,SL,7.5264,-12.505,76.35,1009,80,98,2.24,1615874064
Bonavista,CA,48.6499,-53.1147,23.0,1000,93,100,5.75,1615874538
Lavrentiya,RU,65.5833,-171.0,8.28,1011,94,98,1.83,1615874539
Moratuwa,LK,6.773,79.8816,87.8,1011,55,20,3.44,1615874064
Galle,LK,6.0367,80.217,88.21,1011,59,1,5.03,1615874064
Ambon City,ID,-3.6954,128.1814,89.6,1007,66,40,8.05,1615874539
Novy Urengoy,RU,66.0833,76.6333,1.8,1016,95,97,8.55,1615873768
Flinders,AU,-34.5833,150.8552,70.0,1019,82,82,5.01,1615874065
Zuwārah,LY,32.9312,12.082,55.56,1019,51,47,6.93,1615874065
Manono,CD,-7.3,27.4167,73.89,1010,89,100,1.99,1615874065
Kalanchak,UA,46.2562,33.2907,44.1,1000,77,83,24.32,1615874066
San Ramon,US,37.7799,-121.978,44.01,1017,81,1,3.44,1615874027
Bireun,ID,5.203,96.7009,85.01,1010,69,17,6.55,1615874066
Ķegums,LV,56.7451,24.7244,34.0,1012,100,90,1.14,1615874066
Isangel,VU,-19.55,169.2667,79.16,1009,80,71,8.14,1615874540
Dzerzhinsk,RU,56.2389,43.4631,33.8,1018,86,90,11.18,1615874067
Eenhana,NA,-17.4667,16.3333,75.2,1013,73,77,2.3,1615874067
Poplar Bluff,US,36.757,-90.3929,55.99,1011,76,1,3.44,1615874067
Lovozero,RU,68.005,35.0117,20.19,1007,95,94,3.85,1615874067
Cumberland,US,35.0502,-78.8664,48.99,1025,49,90,11.5,1615874068
Areia Branca,BR,-4.9561,-37.1369,76.84,1010,85,6,10.22,1615874068
Rawson,AR,-43.3002,-65.1023,62.38,1009,69,98,13.15,1615873855
Angoche,MZ,-16.2325,39.9086,78.48,1012,86,89,5.57,1615874068
Hong Kong,HK,22.2855,114.1577,82.99,1013,65,66,10.0,1615874068
Mikkeli,FI,61.6886,27.2723,24.28,1009,96,93,5.32,1615874541
Yerbogachën,RU,61.2767,108.0108,17.92,1020,86,100,11.52,1615874069
Lishu,CN,43.3047,124.3278,39.06,1020,19,0,13.58,1615874069
Uyemskiy,RU,64.4743,40.8524,32.0,1005,100,90,2.24,1615874069
Melita,CA,49.2681,-100.9967,30.99,1012,83,99,5.01,1615874070
Porto Torres,IT,40.835,8.3972,53.6,1013,71,75,11.5,1615874070
Anapskaya,RU,44.89,37.38,51.8,1002,58,0,15.66,1615874070
Chulumani,BO,-16.4096,-67.5263,60.3,1015,91,100,2.42,1615874070
Ulyanovsk Oblast,RU,54.0,48.0,15.8,1026,73,100,13.42,1615874071
Lipin Bor,RU,60.2622,37.9763,31.08,1009,95,98,12.84,1615874071
Batagay-Alyta,RU,67.8006,130.4114,-11.6,1016,83,100,5.32,1615874541
Saint-Paul,RE,-21.0096,55.2707,82.4,1013,69,75,14.97,1615874071
Key West,US,24.5557,-81.7826,75.2,1019,69,75,13.8,1615873922
Patawag,PH,8.1064,122.6208,85.48,1008,70,47,5.84,1615874072
Zhangaözen,KZ,43.3,52.8,34.11,1024,32,100,30.94,1615874072
Paso del Toro,MX,19.0333,-96.1167,75.99,1011,94,40,3.44,1615874072
Kaminoyama,JP,38.1539,140.2736,57.99,1006,76,75,3.44,1615874073
Pemangkat,ID,1.1667,108.9667,83.05,1008,76,65,10.51,1615874073
Luba,GQ,3.4568,8.5547,73.4,1009,94,20,7.18,1615874073
Tahe,CN,52.3333,124.7333,23.13,1019,64,35,13.65,1615874073
Évreux,FR,49.0241,1.1508,42.01,1027,100,90,8.05,1615874074
San Patricio,US,28.017,-97.5169,68.0,1012,100,90,4.61,1615874074
Rockland,US,41.1668,-74.0496,26.01,1026,44,65,2.19,1615874074
Pontes e Lacerda,BR,-15.2261,-59.3353,72.48,1010,96,100,1.7,1615874074
Laas,IT,46.6166,10.7002,30.99,1011,86,90,4.61,1615874075
Uarini,BR,-2.99,-65.1083,73.96,1009,90,100,1.45,1615874075
Kiruna,SE,67.8557,20.2251,23.0,1009,80,75,9.22,1615874076
Guerrero Negro,MX,27.9769,-114.0611,59.02,1016,72,100,20.54,1615874543
Bintulu,MY,3.1667,113.0333,89.6,1009,70,40,9.22,1615874076
Kandalaksha,RU,67.162,32.4123,21.0,985,96,97,3.85,1615874076
Puerto Colombia,CO,10.9878,-74.9547,78.8,1010,83,0,16.11,1615874076
Mount Gambier,AU,-37.8333,140.7667,68.0,1023,52,18,16.11,1615874475
George Town,MY,5.4112,100.3354,89.6,1009,70,40,6.91,1615874077
Juba,SS,4.8517,31.5825,82.53,1009,52,86,9.06,1615874077
Poum,NC,-20.2333,164.0167,80.17,1010,71,15,8.46,1615874543
Sorong,ID,-0.8833,131.25,84.76,1007,66,100,7.43,1615874543
Shihezi,CN,44.3,86.0333,29.08,1028,99,100,4.27,1615874078
Luganville,VU,-15.5333,167.1667,82.49,1008,76,99,3.15,1615874078
Shubarkuduk,KZ,49.1447,56.4872,11.77,1038,78,0,9.71,1615874078
George Town,MY,5.4112,100.3354,89.6,1009,70,40,6.91,1615874077
Port-Gentil,GA,-0.7193,8.7815,79.5,1010,81,100,7.31,1615874078
Saint-Raymond,CA,45.467,-73.6095,17.6,1028,41,5,3.44,1615874079
Fortuna,US,40.5982,-124.1573,45.0,1021,87,40,12.66,1615874079
Mariehamn,AX,60.0973,19.9348,33.8,1012,93,20,5.75,1615874079
Tiarei,PF,-17.5333,-149.3333,84.2,1012,65,20,4.61,1615874079
Kiryat Gat,IL,31.61,34.7642,57.99,1012,100,55,0.92,1615874080
Vostok,RU,46.4856,135.8833,28.65,1002,92,100,9.46,1615874080
Madimba,TZ,-10.4,40.3333,78.8,1012,94,20,10.36,1615874544
Tilichiki,RU,60.4667,166.1,17.85,1014,93,96,3.09,1615874545
Yatou,CN,37.15,122.3833,43.52,1022,35,0,17.87,1615874080
Wasilla,US,61.5814,-149.4394,17.6,1002,86,90,3.44,1615874081
Avesta,SE,60.1455,16.1679,30.99,1010,89,11,4.0,1615874081
Yūbari,JP,43.0378,141.9578,48.2,1002,53,0,13.8,1615874081
Koson,UZ,39.0375,65.585,42.8,1025,56,0,4.61,1615874081
La Santisima Trinidad,BO,-14.8333,-64.9,71.37,1009,98,100,3.71,1615874082
Vangaindrano,MG,-23.35,47.6,79.95,1015,82,45,2.24,1615874082
Beaverlodge,CA,55.2166,-119.4361,28.4,1014,46,40,5.75,1615874082
Knysna,ZA,-34.0363,23.0471,60.8,1016,94,90,10.36,1615874082
Ambilobe,MG,-13.2,49.05,84.42,1011,77,25,0.83,1615873944
Ha Giang,VN,22.8333,104.9833,83.62,1009,68,50,6.17,1615874083
Hope,US,33.6671,-93.5916,55.0,1000,65,48,2.17,1615874083
Philadelphia,US,39.9523,-75.1638,35.6,1028,23,90,6.91,1615873917
Bouaflé,CI,6.9904,-5.7442,75.2,1009,94,40,6.91,1615874083
Nizwá,OM,22.9333,57.5333,84.34,1016,21,0,7.47,1615874084
Gizo Government Station,SB,-8.103,156.8419,84.43,1008,59,56,3.04,1615874546
Lal'sk,RU,60.7415,47.5862,33.26,1011,97,100,9.84,1615874084
Adeje,ES,28.1227,-16.726,62.01,1017,67,20,8.05,1615874084
Nhulunbuy,AU,-12.2333,136.7667,87.8,1008,62,75,11.5,1615874084
Fairbanks,US,64.8378,-147.7164,8.6,1004,78,75,2.19,1615873991
Am Timan,TD,11.0297,20.2827,81.75,1007,43,75,10.56,1615874085
Panguna,PG,-6.3164,155.4848,76.48,1008,78,96,0.92,1615874085
Deer Lake,CA,49.1667,-57.4316,12.2,1005,73,40,2.3,1615874085
Mersing,MY,2.4312,103.8405,86.0,1010,79,40,8.05,1615874086
Trogir,HR,43.5125,16.2517,43.0,1009,52,0,3.44,1615874086
Peru,US,40.7537,-86.0689,34.0,1014,100,90,4.61,1615873945
Kupang,ID,-10.1667,123.5833,87.8,1009,74,75,9.22,1615874086
Beloslav,BG,43.1833,27.7,41.0,996,93,90,11.5,1615874087
Ozinki,RU,51.1786,49.6769,15.67,1031,82,27,14.05,1615874087
Alofi,NU,-19.0595,-169.9187,80.6,1012,89,12,1.14,1615873818
Sambava,MG,-14.2667,50.1667,82.67,1012,72,63,6.24,1615874547
Tuy Hoa,VN,13.0833,109.3,80.92,1010,63,3,7.81,1615874087
Sabha,LY,27.0377,14.4283,50.61,1019,50,0,10.47,1615874088
Port Hedland,AU,-20.3167,118.5667,93.2,1009,40,75,13.8,1615874088
Takaka,NZ,-40.85,172.8,71.01,1011,33,92,3.0,1615874088
Omiš,HR,43.4447,16.6886,42.8,1009,52,0,3.44,1615874089
Yukon,US,35.5067,-97.7625,51.8,1011,71,1,8.05,1615873909
Palora,EC,-1.7,-77.9333,63.48,1015,96,100,1.5,1615874089
Teeli,RU,51.0333,90.2333,20.8,1031,66,93,4.47,1615874548
Ahmadpur,IN,18.7,76.9333,91.4,1014,22,0,4.61,1615874089
Sioux Lookout,CA,50.1001,-91.917,28.4,1015,46,1,6.91,1615874089
Roald,NO,62.5833,6.1333,30.2,1018,93,75,3.44,1615874090
Nzega,RW,-2.479,29.5564,62.17,1013,84,100,3.71,1615874090
Polis,CY,35.0367,32.4264,60.8,1010,72,40,18.41,1615874090
Raudeberg,NO,61.9875,5.1352,32.0,1019,91,58,5.3,1615874090
Katsuura,JP,35.1333,140.3,68.0,1007,59,40,23.02,1615874548
Kaitangata,NZ,-46.2817,169.8464,55.0,1014,62,80,11.01,1615874091
Dukhovshchina,RU,55.1919,32.4111,30.79,1013,88,100,4.7,1615874091
Acapulco de Juárez,MX,16.8634,-99.8901,74.66,1013,85,14,2.93,1615874091
Yulara,AU,-25.2406,130.9889,82.4,1017,9,16,16.11,1615873945
Gore,NZ,-46.1028,168.9436,55.0,1017,66,72,18.99,1615874092
Buraidah,SA,26.326,43.975,71.6,1011,43,100,6.91,1615874549
Ilulissat,GL,69.2167,-51.1,14.0,991,85,75,4.61,1615874506
Basoko,CD,1.2391,23.616,68.99,1010,93,100,7.05,1615874092
Mackenzie,CA,55.2999,-123.1698,30.2,1016,59,75,11.5,1615874549
Mahon,ES,39.8885,4.2658,51.8,1022,71,20,11.5,1615874339
Vila,PT,42.0304,-8.1588,43.0,1027,88,50,3.0,1615874093
Naze,JP,28.3667,129.4833,73.4,1016,68,75,13.8,1615873939
Adrar,MR,20.5022,-10.0711,66.27,1012,20,0,8.03,1615874550
Umm Kaddadah,SD,13.6017,26.6876,81.7,1009,7,0,5.23,1615874093
Hay River,CA,60.8156,-115.7999,12.2,1008,67,34,8.05,1615874550
Mildura,AU,-34.2,142.15,80.6,1020,32,40,5.75,1615874093
Mormugao,IN,15.4,73.8,86.0,1012,70,20,9.22,1615874093
Kharp,RU,66.8014,65.8081,8.71,1012,93,100,3.85,1615874094
San Miguel de Cozumel,MX,20.5083,-86.9458,77.0,1016,78,75,8.05,1615874414
Turiaçu,BR,-1.6633,-45.3717,73.33,1010,94,26,2.3,1615874094
Trondheim,NO,63.4305,10.3951,30.99,1015,90,79,11.39,1615873981
Boffa,GN,10.1667,-14.0333,68.04,1010,87,1,1.99,1615874094
Bisignano,IT,39.5059,16.2772,37.99,992,87,36,2.21,1615874095
Viljoenskroon,ZA,-27.2084,26.9485,67.14,1015,52,3,1.81,1615874095
Simpang,ID,-1.2667,104.0833,86.38,1008,75,51,3.02,1615874095
Krasnosel'kup,RU,65.7,82.4667,0.03,1017,89,97,9.51,1615874095
Alta Floresta,BR,-9.8756,-56.0861,70.2,1011,95,76,0.74,1615874096
Barra Patuca,HN,15.8,-84.2833,75.07,1015,85,2,7.05,1615874096
Portland,US,45.5234,-122.6762,37.99,1023,75,1,2.98,1615873985
Zeya,RU,53.75,127.2667,22.15,1017,73,97,9.19,1615874551
Taihe,CN,30.8712,105.3845,80.26,1007,45,98,4.45,1615874096
Phan Thiet,VN,10.9333,108.1,85.62,1009,54,50,13.73,1615874097
Auki,SB,-8.7676,160.7034,81.5,1008,80,51,2.1,1615874552
Matara,LK,5.9485,80.5353,90.79,1011,46,5,5.5,1615874097
Freeport,US,40.6576,-73.5832,30.0,1028,29,1,4.61,1615873884
Marawi,PH,7.9986,124.2928,84.0,1008,83,49,5.99,1615874097
Formosa,AR,-26.1775,-58.1781,75.2,1007,83,0,4.79,1615874097
Vao,NC,-22.6667,167.4833,76.71,1011,81,73,12.68,1615874098
Mitsamiouli,KM,-11.3847,43.2844,83.52,1011,69,1,4.38,1615874098
Wakefield,GB,53.6809,-1.499,48.99,998,90,100,1.01,1615874098
Great Yarmouth,GB,52.6083,1.7305,41.0,1025,93,75,3.44,1615874099
Stalowa Wola,PL,50.5829,22.0533,35.01,1008,86,100,5.66,1615874099
Evensk,RU,61.95,159.2333,10.13,1011,94,100,4.65,1615874552
Kirakira,SB,-10.4544,161.9205,78.21,1008,81,100,2.98,1615874553
Husavik,IS,66.0449,-17.3389,42.8,1008,65,75,11.5,1615874099
Port Blair,IN,11.6667,92.75,87.8,1010,74,20,6.91,1615874099
Amursk,RU,50.2261,136.8994,31.68,1005,70,100,19.24,1615874100
Jinja,UG,0.439,33.2032,75.96,1010,57,46,4.27,1615874100
Mindif,CM,10.3976,14.4363,82.08,1006,21,74,7.47,1615874100
Hualmay,PE,-11.0964,-77.6139,71.56,1016,80,68,5.19,1615874101
Santa Rosalía,MX,27.3167,-112.2833,59.52,1014,39,100,12.48,1615874101
Hailun,CN,47.45,126.9333,24.48,1015,54,91,16.4,1615874101
Mnogovershinnyy,RU,53.9353,139.9242,16.97,1014,72,73,13.78,1615874554
Nanortalik,GL,60.1432,-45.2371,24.48,999,91,100,3.18,1615874101
Araouane,ML,18.9048,-3.5265,67.37,1010,25,0,9.13,1615874102
Alice Springs,AU,-23.7,133.8833,75.2,1017,22,52,12.66,1615874102
Chipinge,ZW,-20.1883,32.6236,69.13,1013,78,0,1.07,1615874102
Bondo,CD,3.8146,23.6866,68.68,1010,98,100,2.1,1615874102
Sudak,UA,44.85,34.9667,48.33,999,87,77,9.75,1615874103
Port-Cartier,CA,50.0334,-66.8654,-0.4,1019,46,1,9.22,1615874103
Ahipara,NZ,-35.1667,173.1667,66.47,1014,83,100,6.58,1615874103
São José da Coroa Grande,BR,-8.8978,-35.1478,76.71,1011,83,82,7.02,1615874103
Slavyanka,RU,42.8633,131.3847,38.35,1009,44,3,14.81,1615874104
Abu Kamal,SY,34.4506,40.9171,65.77,1009,29,79,7.99,1615874104
Gualaca,PA,8.5333,-82.3,64.0,1013,71,80,3.0,1615874104
Praia da Vitória,PT,38.7333,-27.0667,60.01,1024,100,75,8.68,1615874105
